last_name,first_name,father_name,little_name,nan,none,no
Τσιαρτσιώνης,Νικόλαος,Γεωργίου,,,,
Παπαληγούρας,Αναστάσιος-Πέτρος,Παναγιώτη,,,,
Κόρκα-Κώνστα,Αθηνά,Αντωνίου,,,,
Μανούσου-Μπινοπούλου,Αριάδνη,Χρήστου,,,,
Σκανδαλάκης,Παναγιώτης,Νικολάου,,,,
Αγοραστός,Κωνσταντίνος,Αναστασίου,,,,
Νασιώκας,Έκτορας,Παναγιώτη,,,,
Γιαννέλλης-Θεοδοσιάδης,Ιωάννης,Ζαφειρίου,,,,
Σούρλας,Γεώργιος,Ιωάννη,,,,
Γκατζής,Νικόλαος,Φιλίππου,,,,
Καλαντζάκου,Σοφία,Αριστείδη,,,,
Σγουρίδης,Παναγιώτης,Σγουρή,,,,
Φουντουκίδου,-,Θεοδωρίδου,Παρθένα,Ευσταθίου,,
Καρπούζας,Αντώνιος,Ευαγγέλου,,,,
Τρυφωνίδης,Γεώργιος,Παναγιώτη,,,,
Λαμπίρης,Ηλίας,Ευαγγέλου,,,,
Θαλασσινός,Θαλασσινός,Πέτρου,,,,
Καραμανλής,Αχιλλεύς,Γεωργίου,,,,
Λέγκας,Νικόλαος,Σωτηρίου,,,,
Σταυρογιάννης,Νικόλαος,Δημητρίου,,,,
Καλλιώρας,Ηλίας,Δημητρίου,,,,
Πάππας,Βασίλειος,Νικολάου,,,,
Νικηφοράκης,Στυλιανός,Γεωργίου,,,,
Σκουλάκης,Εμμανουήλ,Γεωργίου,,,,
Κοσμίδης,Ιωάννης,Γεωργίου,,,,
Ζαγορίτης,Ελευθέριος,(Λευτέρης),Γερασίμου,,,
Λιάπης,Μιχάλης-Γιώργος,Κωνσταντίνου,,,,
Πετραλιά-Πάλλη,Φάνη,Επαμεινώνδα,,,,
Σταθάκης,Αριστοτέλης,(Άρης),Παντελή,,,
Κασίμης,Θεόδωρος,Παναγιώτη,,,,
Δαμανάκη,Μαρία,Θεοδώρου,,,,
Παπαδόπουλος,Αλέξανδρος,(Αλέκος),Κωνσταντίνου,,,
Μελά,Παναγιώτα-Εύα,Παύλου,,,,
Ανδριοπούλου,Σοφία,Ευσταθίου,,,,
Μπερνιδάκη-Άλντους,Ελευθερία,Αντωνίου,,,,
Καρύδη,Χρυσή,Νικολάου,,,,
Μάνος,Στέφανος,Αλεξάνδρου,,,,
Κοσμίδης,Σωκράτης,Ιωάννη,,,,
Βρεττού,Αγάθη,(Ρόζα),Σπυρίδωνα,,,
Γιαννάκου,Μαριορή,(Μαριέττα),Παναγιώτη,,,
Κωνσταντάρας,Δημήτριος,Λάμπρου,,,,
Ράπτη,Αναστασία-Συλβάνα,Σπυρίδωνα,,,,
Παπαντωνίου,Ιωάννης,(Γιάννος),Παναγιώτη,,,
Κωνσταντόπουλος,Νικόλαος,Ανδρέα,,,,
Αρσένης,Γεράσιμος,Διονυσίου,,,,
Κοντού,Μάρω,Ανδρέα,,,,
Μαντούβαλος,Πέτρος,Σταύρου,,,,
Καλός,Γεώργιος,Βασιλείου,,,,
Βασιλείου,Γεώργιος,Βασιλείου,,,,
Κατσιγιάννης,Αθανάσιος,Χρήστου,,,,
Κατσίκης,Θεόδωρος,Κωνσταντίνου,,,,
Παπαηλίας,Ηλίας,Νικολάου,,,,
Καραγκούνης,Ανδρέας,Βελισάριου,,,,
Αγγελόπουλος,Νικόλαος,Κωνσταντίνου,,,,
Κωστόπουλος,Απόστολος,Δημητρίου,,,,
Βερελής,Χρήστος,Δημητρίου,,,,
Καραμπίνας,Κωνσταντίνος,Ιωάννη,,,,
Κολιοπάνος,Θεόδωρος,Ιωάννη,,,,
Σπηλιωτόπουλος,Σπήλιος,Παναγιώτη,,,,
Βασιλείου,Θεόφιλος,Αθανασίου,,,,
Κοσιώνης,Παναγιώτης,Ανδρέα,,,,
Θωμά,Μαρία,Αλεξίου,,,,
Ακριβάκης,Αλέξανδρος,Δημητρίου,,,,
Χρύσης,Βασίλειος,Κωνσταντίνου,,,,
Καΐσερλης,Κωνσταντίνος,Γεωργίου,,,,
Παρασκευάς,Ιωάννης,Δημητρίου,,,,
Φωτιάδης,Απόστολος,Δημοσθένη,,,,
Πιπεργιάς,Δημήτριος,Παντελή,,,,
Τσιαμάκης,Δημοσθένης,Κωνσταντίνου,,,,
Γεωργακόπουλος,Δημήτριος,Χρήστου,,,,
Φραγκιαδουλάκης,Εμμανουήλ,Γεωργίου,,,,
Ματζαπετάκης,Στυλιανός,Εμμανουήλ,,,,
Παπαθεμελής,Στυλιανός-Άγγελος,Μιχαήλ,,,,
Σπηλιόπουλος,Αναστάσιος,Ιωάννη,,,,
Τσοχατζόπουλος,Απόστολος-Αθανάσιος,Ευαγγέλου,,,,
Χουρμουζιάδης,Γεώργιος,Χαραλάμπους,,,,
Γαλαμάτης,Δημήτριος,Ιωάννη,,,,
Τζέκης,Άγγελος,Κωνσταντίνου,,,,
Φούσας,Αντώνιος,Γρηγορίου,,,,
Τσακλίδης,Ιωάννης,Κωνσταντίνου,,,,
Αγγελής,Ανέστης,Στεφάνου,,,,
Γεωργιάδης,Νικόλαος,Γερασίμου,,,,
Αλιβιζάτος,Πέτρος-Παύλος,Παύλου,,,,
Λωτίδης,Λάζαρος,Κυριάκου,,,,
Χωρέμης,Αναστάσιος,Ιωάννη,,,,
Χωματάς,Ιωάννης,Δημητρίου,,,,
Γαρουφαλιάς,Γεώργιος,Βασιλείου,,,,
Χατζημιχάλης,Νικόλαος,-,Φώτιος,Δημητρίου,,
Τσιόγκας,Δημήτριος,Βασιλείου,,,,
Γιαννέλλης,-,Θεοδοσιάδης,Ιωάννης,Ζαφειρίου,,
Καλογήρου,Χριστιάνα,Δούκα,,,,
Βεργίνης,Ξενοφών,Νικολάου,,,,
Κατσιλιέρης,Πέτρος,Ιωάννη,,,,
Τσαλίδης,Φίλιππος,Γεωργίου,,,,
Πολύζος,Ευάγγελος,Γεωργίου,,,,
Τσαντούλας,Δημήτριος,Χριστοφόρου,,,,
Μανωλιά,Χρυσάνθη,Παντελή,,,,
Χαϊτίδης,Ευγένιος,Δημητρίου,,,,
Τσιπλάκης,Κωνσταντίνος,Αθανασίου,,,,
Μουσιώνης,Αριστείδης,Ιωάννη,,,,
Παπαδήμας,Λάμπρος,Ηλία,,,,
Κορτσάρης,Νικόλαος,Χαραλάμπους,,,,
Χριστοδουλάκης,Νίκος,Μιχαήλ,,,,
Τζαννετάκης,Τζαννής,Πέτρου,,,,
Ανδρεουλάκος,Απόστολος,Γεωργίου,,,,
Καρράς,Κώστας,Βασιλείου,,,,
Κουλούρης,Κίμων,Αριστοτέλη,,,,
Ανωμερίτης,Γεώργιος,Δημητρίου,,,,
Μπένος,Σταύρος,-,Ιωάννης,Θεοδώρου,,
Κατσέλη,Ελεωνόρα,(Νόρα),,Πελοπίδα,,
Τζουμάκας,Στέφανος,Αθανασίου,,,,
Κολοζώφ,Ορέστης,Ορέστη,,,,
Πίττας,Ιωάννης,Ελευθερίου,,,,
Γιαννόπουλος,Αργύριος,Ευαγγέλου,,,,
Αυγερινός,Παρασκευάς,Κωνσταντίνου,,,,
Σπυράκη,Χριστίνα,Βασιλείου,,,,
Τσουκάτος,Θεόδωρος,Εμμανουήλ,,,,
Βαρβιτσιώτης,Ιωάννης,Μιλτιάδη,,,,
Μολυβιάτης,Πέτρος,Γεωργίου,,,,
Ψαχαρόπουλος,Γεώργιος,Αντωνίου,,,,
Νεονάκης,Μιχάλης,Κωνσταντίνου,,,,
Μανίκας,Στέφανος,Αναστασίου,,,,
Ανουσάκη,Ελένη-Ηλέκτρα,Ευαγγέλου,,,,
Καρά,Μαρία,Τριαντάφυλλου,,,,
Φασούλας,Παναγιώτης,Ιωάννη,,,,
Λαλιώτης,Κωνσταντίνος,Γεωργίου,,,,
Κρητικός,Παναγιώτης,Νικολάου,,,,
Καψής,Γιάννης,Παντελή,,,,
Γιαννάκης,Ιωάννης,Επαμεινώνδα,,,,
Στεργίου,Ιωάννα,Κωνσταντίνου,,,,
Σμυρλής-Λιακατάς,Χρήστος,Ανδρέα,,,,
Βαϊνάς,Ιωάννης,Βασιλείου,,,,
Στριφτάρης,Σπυρίδων,Δημητρίου,,,,
Θωμόπουλος,Ιωάννης,Πέτρου,,,,
Τσούρνος,Γεώργιος,Ηλία,,,,
Σπυρόπουλος,Ροβέρτος,Αποστόλου,,,,
Κωστόπουλος,Δημήτριος,Νικολάου,,,,
Κοσσυβάκης,Δημήτριος,Γεωργίου,,,,
Φούρας,Ανδρέας,Αθανασίου,,,,
Θωμάς,Γεώργιος,Πέτρου,,,,
Αποστολίδης,Λουκάς,Θωμά,,,,
Τσιπλάκος,Αριστείδης,Ιωάννη,,,,
Τζιόλας,Ελευθέριος,Γεωργίου,,,,
Κωνσταντίνου,Φλώρος,Φωτίου,,,,
Παπαδόπουλος,Σταύρος,Ιωάννη,,,,
Σφυρίου,Κοσμάς,Προδρόμου,,,,
Παπανικόλας,Βασίλειος,Νικηφόρου,,,,
Δημοσχάκης,Θεοφάνης,Κωνσταντίνου,,,,
Λυμπερακίδης,Λεωνίδας,Γρηγορίου,,,,
Νικολαίδης,Ιωάννης,Χρήστου,,,,
Θεοδώρου,Χρήστος,Αλεξάνδρου,,,,
Κεδίκογλου,Βασίλειος,Συμεών,,,,
Παπαγεωργόπουλος,Ελευθέριος,Νικολάου,,,,
Τσίπρας,Βασίλης,Σταύρου,,,,
Γκούσκος,Διονύσιος,Κωνσταντίνου,,,,
Ζαφειρόπουλος,Ιωάννης,Γεωργίου,,,,
Κορκολόπουλος,Βασίλειος,Διονυσίου,,,,
Χρονόπουλος,Γεώργιος,Νικολάου,,,,
Γικόνογλου,Μόσχος,Χαραλάμπους,,,,
Αποστολάκης,Δημήτριος,Εμμανουήλ,,,,
Σχοιναράκη,-,Ηλιάκη,Ευαγγελία,Διογένη,,
Βρέντζος,Σταύρος,Σπυρίδων,,,,
Τσοχατζόπουλος,Απόστολος,-,Αθανάσιος,Ευαγγέλου,,
Παπαθεμελής,Στυλιανός,-,Άγγελος,Μιχαήλ,,
Γκεσούλης,Νικόλαος,Γεωργίου,,,,
Ξηροτύρη,-,Αικατερινάρη,Ασημίνα,Γεωργίου,,
Κούβελας,Σωτήριος,Δημητρίου,,,,
Σπυριούνης,Κυριάκος,Πέτρου,,,,
Κίρκος,Γεώργιος,Κωνσταντίνου,,,,
Διαμαντής,Κωνσταντίνος,Δημητρίου,,,,
Μαλέσιος,Ευάγγελος,Νικολάου,,,,
Παπούλιας,Κάρολος,Γρηγορίου,,,,
Παναγιωτόπουλος,Γεώργιος,Νικολάου,,,,
Στρατηλάτης,Νικόλαος,Κωνσταντίνου,,,,
Τσιλίκας,Βασίλειος,Χαραλάμπους,,,,
Αναγνωστόπουλος,Θεόδωρος,Γεωργίου,,,,
Δρυς,Γεώργιος,Γερασίμου,,,,
Κοντομάρης,Ευτύχιος,Σπυρίδωνος,,,,
Σπύρου,Σπυρίδων,Πέτρου,,,,
Καλαφάτης,Αλέξανδρος,Παναγή,,,,
Βλαχόπουλος,Ηλίας,Δημητρίου,,,,
Κοτσώνης,Θεόδωρος,Θρασύβουλου,,,,
Δήμας,Σταύρος,Kωνσταντίνου,,,,
Παπαληγούρας,Αναστάσιος,-,Πέτρος,Παναγιώτη,,
Παπαζώη,Ελισάβετ,Αλεξάνδρου,,,,
Λεβογιάννης,Νικόλαος,Ιωάννη,,,,
Φλώρος,Νικόλαος,Ιωάννη,,,,
Φαρμάκης,Νικόλαος,Ιωάννη,,,,
Κατσαρός,Νίκος,Ηλία,,,,
Ιωαννίδης,Φοίβος,Ιωάννη,,,,
Παπαδέλλης,Φραγκλίνος,Γεωργίου,,,,
Κτενάς,Γεώργιος,Χρήστου,,,,
Τζανής,Λεωνίδας,Γεωργίου,,,,
Βούλγαρης,Αλέξανδρος,Ευαγγέλου,,,,
Γιαννακόπουλος,Ιωάννης,Φωτίου,,,,
Παπανικολάου,Ελευθέριος,Ιωάννη,,,,
Στολίδης,Σωτήριος,Δημητρίου,,,,
Πασχαλίδης,Γεώργιος,Παναγιώτη,,,,
Βοσνάκης,Χρήστος,Δημητρίου,,,,
Τσερτικίδης,Παντελής,Αναστασίου,,,,
Αρσένη,Μαρία,Ηλία,,,,
Τσεκούρας,Ιωάννης,Γρηγορίου,,,,
Λουκάκης,Μανώλης,Χαραλάμπους,,,,
Γκαλήπ,Γκαλήπ,Σαμπαχεδίν,,,,
Μεχμέτ,Αχμέτ,Μουσταφά,,,,
Ανθόπουλος,Ιωάννης,Ευσταθίου,,,,
Βασιλακάκης,Βασίλειος,Φωτίου,,,,
Μάτης,Αθανάσιος,Δημητρίου,,,,
Βαθειάς,Ιωάννης,Κωνσταντίνου,,,,
Αλαμπάνος,Δημήτριος,Νικολάου,,,,
Αγγελούσης,Ευστάθιος,Αθανασίου,,,,
Θάνος,Δημήτριος,Ιωάννη,,,,
Γκελεστάθης,Νικόλαος,Αναστασίου,,,,
Πάχτας,Χρήστος,Αστερίου,,,,
Φλωρίνης,Αθηναίος,Δημητρίου,,,,
Βαρίνος,Αθανάσιος,Σπύρου,,,,
Κούρκουλα,Ελένη,Κωνσταντίνου,,,,
Μαντέλης,Αναστάσιος,Χαραλάμπους,,,,
Δασκαλάκης,Γεώργιος,Παναγιώτη,,,,
Κοντογιαννόπουλος,Βασίλειος,Νικολάου,,,,
Μητσοτάκης,Κωνσταντίνος,Κυριάκου,,,,
Λιάπης,Μιχάλης,-,Γιώργος,Κωνσταντίνου,,
Πετραλιά,-,Πάλλη,Φάνη,Επαμεινώνδα,,
Χαραλαμπόπουλος,Ιωάννης,Γεωργίου,,,,
Κατσανέβας,Θεόδωρος,Κωνσταντίνου,,,,
Στεφανής,Κωνσταντίνος,Νικολάου,,,,
Παντερμαλής,Δημήτριος,Στεφάνου,,,,
Παρασκευόπουλος,Παρασκευάς,Νικολάου,,,,
Τζωάννος,Ιωάννης,Γαβριήλ,,,,
Λουκάκος,Παναγιώτης,Ανδρέα,,,,
Κωνσταντοπούλου,Μαρία,Ιωάννη,,,,
Πεπονής,Αναστάσιος,Ιωάννη,,,,
Ανουσάκη,Ελένη,-,Ηλέκτρα,,Ευαγγέλου,
Ρωμαίος,Γεώργιος,Θεοδώρου,,,,
Παπαδόγγονας,Αλέξανδρος,Διονυσίου,,,,
Ζαφειρόπουλος,Επαμεινώνδας,Μιχαήλ,,,,
Αράπη,-,Καραγιάννη,Βασιλική,Σωτηρίου,,
Αγγουράκης,Χαράλαμπος,Γεωργίου,,,,
Σουμάκης,Σταύρος,Αριστείδη,,,,
Αλφιέρη,Στυλιανή,(Στέλλα),Αντωνίου,,,
Λάλος,Κανέλλος,Ιωάννη,,,,
Αράπης,Ιωάννης,Αναστασίου,,,,
Φωτιάδης,Παναγιώτης,Γεωργίου,,,,
Καρατάσος,Γεώργιος,Παναγιώτη,,,,
Κουρής,Λεωνίδας,Νικολάου,,,,
Σμυρλής-Χρήστος,-,Λιακατάς,Χρήστος,Ανδρέα,,
Αλεξόπουλος,Γεώργιος,Λάμπρου,,,,
Καρακώστας,Ιωάννης,Μιχαήλ,,,,
Ροκόφυλλος,Χρήστος,Κωνσταντίνου,,,,
Παπαλέξης,Κωνσταντίνος,Γρηγορίου,,,,
Σωτηρόπουλος,Βασίλειος,Νικολάου,,,,
Κονταξής,Αθανάσιος,Δημητρίου,,,,
Γεωργόπουλος,Δημήτριος,Αθανασίου,,,,
Κατσικόπουλος,Δημήτριος,Αθανασίου,,,,
Κουτσόγιωργας,Δημήτριος,Αγαμέμνωνα,,,,
Τσαφούλιας,Γεώργιος,Ανδρέα,,,,
Κατσιμπάρδης,Γεώργιος,Κωνσταντίνου,,,,
Κωνσταντινίδης,Ιωάννης,Γεωργίου,,,,
Σαατσόγλου,Ανέστης,Ιακώβου,,,,
Δαμιανός,Θεόδωρος,Κλεάνθη,,,,
Ζαμπουνίδης,Νικόλαος,Δημητρίου,,,,
Κηπουρός,Χρήστος,Γεωργίου,,,,
Καλαμακίδης,Ιωάννης,Ιορδάνη,,,,
Παναγιωτόπουλος,Αθανάσιος,Θεοδώρου,,,,
Παπαδάτος,Ιωάννης,Διονυσίου,,,,
Σκουλαρίκης,Ιωάννης,Παναγιώτη,,,,
Πετραλιάς,Αυγερινός,Αντωνίου,,,,
Μπόσκου,Μαρία,Σπυρίδωνα,,,,
Χατζηϊωαννίδης,Βασίλειος,Λαζάρου,,,,
Κουράκης,Ιωάννης,Αντωνίου,,,,
Σαρρής,Δημήτριος,Κωνσταντίνου,,,,
Σταυρακάκης,Μηνάς,Κωνσταντίνου,,,,
Βεζδρεβάνης,Ηλίας,Κωνσταντίνου,,,,
Παπαθεμελής,Στυλιανός-Άγγελος ,Μιχαήλ,,,,
Ακριτίδης,Νικόλαος,Βασιλείου,,,,
Ψωμιάδης,Παναγιώτης,Χαραλάμπους,,,,
Ιντζές,Αναστάσιος,Γεωργίου,,,,
Τζιτζικώστας,Γεώργιος,Αποστόλου,,,,
Ρόκος,Γεώργιος,Δημητρίου,,,,
Τασούλας,Απόστολος,Βασιλείου,,,,
Παπαδόπουλος,Ηλίας,Παναγιώτη,,,,
Σωτηρλής,Δημήτριος,Ευαγγέλου,,,,
Σημαιοφορίδης,Κωνσταντίνος,Αγαπίου,,,,
Πασσαλίδης,Θεόδωρος,Ευαγγέλου,,,,
Παπαφιλίππου,Νικόλαος,Παντελή,,,,
Κοκελίδης,Θεόδωρος,(Ρούλης),Ιωάννη,,,
Ποττάκης,Ιωάννης,Ανδρέα,,,,
Φουντάς,Παρασκευάς,Νικολάου,,,,
Χατζημιχάλης,Νικόλαος-Φώτιος,Δημητρίου,,,,
Αδαμόπουλος,Γεώργιος,Αθανασίου,,,,
Λουλέ,Ανδριανή,(Νίτσα),Κωνσταντίνου,,,
Παπαδημόπουλος,Ιωάννης,Δημητρίου,,,,
Στάθης,Θεόδωρος,Χρήστου,,,,
Κοκκίνης,Νικόλαος,Εμμανουήλ,,,,
Βλασσόπουλος,Ευάγγελος,Νικολάου,,,,
Μπένος,Σταύρος-,-,Ιωάννης,Θεοδώρου,,
Αναστασόπουλος,Νικόλαος,Δημητρίου,,,,
Λαμπαδάρης,Νικόλαος,Κωνσταντίνου,,,,
Ακήφογλου,Μπηρόλ,Ακίφ,,,,
Γεωργιάδης,Θεόδωρος,Χαραλάμπους,,,,
Βυζοβίτης,Χρήστος,Κωνσταντίνου,,,,
Κάκκαλος,Νικόλαος,Κλεομένους,,,,
Ντούσκας,Δημήτριος,Γεωργίου,,,,
Δαμιανίδης,Χαράλαμπος,Παύλου,,,,
Καραμηνάς,Κωνσταντίνος,Αντωνίου,,,,
Ηλιάδης,Νικόλαος,Σταύρου,,,,
Δαμιανίδης,Αλέξανδρος,Γεωργίου,,,,
Παναγιώτου,Σταύρος,Αναστασίου,,,,
Οικονόμου,Χρήστος,Γεωργίου,,,,
Ζιάγκας,Ιωάννης,Δημητρίου,,,,
Στάικος,Ευάγγελος,Θωμά,,,,
Χειμάρας,Αθανάσιος,Γεωργίου,,,,
Παπαθανασίου,Χαράλαμπος,Εμμανουήλ,,,,
Γιοβανούδας,Βαρσάμης,Αθανασίου,,,,
Μιχελογιάννης,Ιωσήφ,Δημητρίου,,,,
Γιαννόπουλος,Ευάγγελος,Αργυρίου,,,,
Κανελλόπουλος,Λάμπρος,Αναστασίου,,,,
Βερυβάκης,Ελευθέριος,Δημητρίου,,,,
Χαραλάμπους,Ιωάννης,Νικολάου,,,,
Λιάπης,Μιχάλης-Ηλία,Κωνσταντίνου,,,,
Μπρατάκος,Άγγελος,Ιωάννη,,,,
Κουναλάκης,Πέτρος,Εμμανουήλ,,,,
Τσοβόλας,Δημήτριος,Κωνσταντίνου,,,,
Κουβελάκης,Γιώργος,Ευσταθίου,,,,
Λιβάνης,Αντώνης,Ηλία,,,,
Κουρής,Νικόλαος,Παναγιώτη,,,,
Ακρίτα,Σύλβα,-,Καίτη,Χα,Λουκή,
Τσαλδάρης,Αθανάσιος,Κωνσταντίνου,,,,
Παπακωνσταντίνου,Μιχάλης,Γεωργίου,,,,
Γκόνης,Αναστάσιος,Χρήστου,,,,
Πυλαρινός,Κωνσταντίνος,Διονυσίου,,,,
Τζαβέλλα,Φερονίκη,Γεωργίου,,,,
Κατσιφάρας,Γεώργιος,Παναγιώτη,,,,
Μπέης,Δημήτριος,Γεωργίου,,,,
Κοραχάης,Βασίλειος,Ιωάννη,,,,
Βενιζέλος,Νικήτας,Κυριάκου,,,,
Γιώτας,Ευστάθιος,Γεωργίου,,,,
Σαψάλης,Κωνσταντίνος,Γεωργίου,,,,
Ντεντιδάκης,Αντώνιος,Εμμανουήλ,,,,
Παπασπύρου,Ιωάννης,Ανδρέα,,,,
Μαχαίρα,Μαρία,Ανδρέα,,,,
Γαλανός,Νικόλαος,Θεοδώρου,,,,
Αραβανής,Γεράσιμος,Ιωάννη,,,,
Κατσιγιάννης,Χρήστος,Αθανασίου,,,,
Κουμπούρης,Δήμος,Ιωάννη,,,,
Κοκκινοβασίλης,Χρήστος,Νικολάου,,,,
Μπαλτάς,Αλέξανδρος,Ελευθερίου,,,,
Δημητρακόπουλος,Αθανάσιος,Αλεξίου,,,,
Μελίδης,Ιωάννης,Αναστασίου,,,,
Οικονομίδης,Παναγιώτης,Θεοδοσίου,,,,
Σκαμνάκης,Δημήτριος,Χριστόφορου,,,,
Μπεκίρης,Βασίλειος,Μιχαήλ,,,,
Οικονομόπουλος,Νικόλαος,Βασιλείου,,,,
Ταταρίδης,Κυριάκος,Δαυίδ,,,,
Κρικέλης,Αναστάσιος,Θωμά,,,,
Ευμοιρίδης,Κωνσταντίνος,Γεωργίου,,,,
Χατζηνικολάου,Παναγιώτης,Νικολάου,,,,
Παπαστρατής,Ορέστης,Θρασύβουλου,,,,
Γιατράς,Σπύρος,Θεοδώρου,,,,
Σίδερης,Μιχαήλ,Νάκου,,,,
Παλαιοθόδωρος,Δημήτριος,Αναστασίου,,,,
Στεφανοπούλου,Φωτεινή,συζ.Θεοδώρου-Στεφάνου,,,,
Κυριαζόπουλος,Στέφανος,Μιλτιάδη,,,,
Παπαστάμκος,Γεώργιος,Κωνσταντίνου,,,,
Παπαστεφανάκης,Εμμανουήλ,Ευαγγέλου,,,,
Γαλενιανός,Μιχαήλ,Εμμανουήλ,,,,
Κωνσταντινίδης,Ελευθέριος,Πέτρου,,,,
Παπαγεωργόπουλος,Βασίλειος,Νικήτα,,,,
Κατσαρός,Ιωάννης,Ιωάννη,,,,
Νικόπουλος,Αναστάσιος,Βασιλείου,,,,
Γλαβίνας,Ιωάννης,Αθανασίου,,,,
Κοσκινάς,Χρήστος,Ονούφριου,,,,
Μωραίτης,Γεώργιος,Παναγιώτη,,,,
Χαραλαμπόπουλος,Κωνσταντίνος,Αλεξάνδρου,,,,
Δημοσθενόπουλος,Δημοσθένης,Βασιλείου,,,,
Καφαντάρης,Ευριπίδης,Παύλου,,,,
Μπρακατσούλας,Βασίλειος,Κωνσταντίνου,,,,
Καλούδης,Σπυρίδων,Γεράσιμου,,,,
Δεσύλλας,Αλέξανδρος,Γεωργίου,,,,
Μπενετάτος,Παναγής,Αναστασίου,,,,
Τριαρίδης,Κωνσταντίνος,Αθανασίου,,,,
Αφεντουλίδης,Νικόλαος,Σπυρίδωνα,,,,
Κωνσταντινίδης,Κωνσταντίνος,Ευσταθίου,,,,
Χατζηανδρέου,Λεονάρδος,Νικολάου,,,,
Σταθόπουλος,Ιωάννης,Παναγιώτη,,,,
Καραμπάτσας,Ιωάννης,Κωνσταντίνου,,,,
Βουνάτσος,Δημήτριος,Φωκίωνα,,,,
Κόρακας,Ευστράτιος,Χρήστου,,,,
Πάλμος,Παναγιώτης,Νικολάου,,,,
Ζακολίκος,Παυσανίας,Χρήστου,,,,
Καλαντζάκος,Αριστείδης,Γεωργίου,,,,
Κουρτίδης,Ευάγγελος,Χαραλάμπους,,,,
Γαϊτανίδης,Δημήτριος,Αλεξάνδρου,,,,
Σούγγαρης,Πέτρος,Σωκράτη,,,,
Μήτρας,Θεόδωρος,Παντελή,,,,
Καραμούτσος,Σπύρος,Αναστασίου,,,,
Τσετινές,Δημήτριος,Ανέστη,,,,
Κωνσταντινίδης,Πασχάλης,Αθανασίου,,,,
Σοφούλης,Κωνσταντίνος,Μανουήλ,,,,
Σερέτης,Θωμάς,Ανδρέα,,,,
Καλαϊτζίδης,Χρήστος,Ιωάννη,,,,
Χατζηδημητρίου,Κωνσταντίνος,Αλεξάνδρου,,,,
Γεωργολιός,Κωνσταντίνος,Βαίου,,,,
Δροσογιάννης,Αντώνιος,Δημητρίου,,,,
Μπέλλος,Τριαντάφυλλος,Αθανασίου,,,,
Αρβανίτης,Φώτιος,Νικολάου,,,,
Κοτσακάς,Αντώνιος,Γεωργίου,,,,
Αθανασόπουλος,Νικόλαος,Ανδρέα,,,,
Μαγκάκης,Γεώργιος-Αλέξανδρος,Αντωνίου,,,,
Παπαναγιώτου,Κωνσταντίνος,Αναστασίου,,,,
Λεντάκης,Ανδρέας,Βασιλείου,,,,
Στεφανόπουλος,Θεόδωρος,-,Στέφανος,Βασιλείου,,
Μπουρδάρα,Καλλιόπη,(Κέλλυ),Αλκιβιάδη,,,
Κανελλόπουλος,Αθανάσιος,Πέτρου,,,,
Τσουδερού,Βιργινία,Εμμανουήλ,,,,
Λιναρδάτος,Νικόλαος,-,Λέανδρος,Γεωργίου,,
Αλευράς,Ιωάννης,,Νικολάου,,,
Μπούτος,Ιωάννης,Περικλή,,,,
Μερκούρη,Αμαλία,-,Μαρία,(Μελίνα),Σταματίου,
Φαραντούρη,Μαρία,Γερασίμου,,,,
Σπυροπούλου,Μερόπη,Ιωάννη,,,,
Σταθόπουλος,Βάϊος,Γεωργίου,,,,
Εφραίμογλου,Λάζαρος,Δημητρίου,,,,
Γεννηματάς,Γεώργιος,Θεοδώρου,,,,
Δρεττάκης,Εμμανουήλ,Γεωργίου,,,,
Φαράκος,Γρηγόριος,Κωνσταντίνου,,,,
Γιάνναρος,Γρηγόριος,Κωνσταντίνου,,,,
Ανδριανόπουλος,Ανδρέας,Ιωάννη,,,,
Παπαπολίτης,Σωτήριος,Σάββα,,,,
Βουγιουκλάκης,Ηλίας,Ιωάννη,,,,
Μπουγάς,Γεώργιος,Χρήστου,,,,
Ιατροπούλου,Αικατερίνη,Ιωάννη,,,,
Φράγκος,Δημήτριος,Αναστασίου,,,,
Δελημήτσος,Παναγιώτης,Βασιλείου,,,,
Μιμμής,Αριστοτέλης,Γεωργίου,,,,
Παπανικολάου,Ευάγγελος,Ηλία,,,,
Γιαννόπουλος,Σπυρίδων,Χαραλάμπους,,,,
Παπαδημητρίου,Ελευθέριος,Κωνσταντίνου,,,,
Βασιλειάδης,Ιωάννης,Παύλου,,,,
Τζήρος,Νικόλαος,Ευθυμίου,,,,
Σαραφόπουλος,Ευστάθιος,Νικολάου,,,,
Γουνατίδης,Κωνσταντίνος,Νικολάου,,,,
Καβαρατζής,Ιωάννης,Σταύρου,,,,
Σπανός,Ιωάννης,Θεοφάνη,,,,
Κλαυδιανός,Γεώργιος,Ιωάννη,,,,
Σκουλάς,Αθανάσιος,Εμμανουήλ,,,,
Κούρτης,Θωμάς,Σωτηρίου,,,,
Κύρκος,Λεωνίδας,Μιχαήλ,,,,
Παπαδάκης,Νικόλαος,Γεωργίου,,,,
Παρτσαφυλλίδου,Φανή,Δημητρίου,,,,
Ζαχαράκης,Κωνσταντίνος,Θεοδώρου,,,,
Καλογιάννης,Ελευθέριος,Σταύρου,,,,
Γκλίναβος,Ελευθέριος,Γεωργίου,,,,
Ρήγας,Κωνσταντίνος,Γεωργίου,,,,
